Título;Descrição IMDB;Gênero;Nota;Descrição
O General;A história da vida real do herói popular de Dublin, o criminoso Martin Cahill, que realizou dois ousados assaltos na Irlanda com sua equipe, mas atraiu a atenção indesejada da polícia, do IRA, do UVF e de membros de sua própria equipe.;Biografia,Policial,Drama;7.2;o história de o vida real de o herói popular de Dublin, o criminoso Martin Cahill, que realizar dois ousado assalto em o Irlanda com seu equipe, mas atrair o atenção indesejar de o polícia, de o IRA, de o UVF e de membro de seu próprio equipe.
Ring: O Chamado;Uma repórter investiga uma série de mortes atribuídas a uma lenda urbana sobre uma fita de vídeo que provoca a morte de quem a assiste depois de 7 dias. Porém, logo ela descobre que a lenda pode ser mais real do que ela imagina.;Terror,Mistério;7.2;um repórter investigar um série de morte atribuir a um lenda urbano sobre um fita de vídeo que provocar o morte de quem ela assistir depois de 7 dia. porém, logo ela descobrir que o lenda poder ser mais real de o que ela imaginar.
Mama;Um casal jovem recebe a suas duas sobrinhas suspeitando que um espírito sobrenatural chamado Mamãe vem com elas.;Fantasia,Terror,Suspense;6.2;um casal jovem receber o seu dois sobrinha suspeitar que um espírito sobrenatural chamar Mamãe vir com ele.
Arquivo X: O Filme;Os agentes do FBI Fox Mulder e Dana Scully lutam contra uma misteriosa organização infiltrada dentro do governo dos EUA que atua nas sombras para criar as condições ideais para uma colonização da Terra por alienígenas.;Drama,Mistério,Ficção científica;7.0;o agente de o FBI Fox Mulder e Dana Scully lutar contra um misterioso organização infiltrar dentro de o governo de o EUA que atuar em o sombra para criar o condição ideal para um colonização de o terra por alienígena.
Casa de Areia e Névoa;Uma esposa abandonada é expulsa de sua casa e começa um trágico conflito com os novos proprietários de sua casa.;Policial,Drama;7.5;um esposo abandonar ser expulsar de seu casa e começar um trágico conflito com o novo proprietário de seu casa.
Imortais;Teseu é um mortal escolhido por Zeus para liderar a luta contra o implacável Rei Hipérion, que está atacando a Grécia para obter uma arma que pode destruir a humanidade.;Ação,Drama,Fantasia;6.0;Teseu ser um mortal escolher por Zeus para liderar o luta contra o implacável Rei Hipérion, que estar atacar o Grécia para obter um arma que poder destruir o humanidade.
Confusões e Expulsões;Felix é um brincalhão lendário que é expulso de sua escola e, com a ajuda de seus amigos, não parará de escondê -lo de seus pais.;Comédia;4.7;Felix ser um brincalhão lendário que ser expulsar de seu escola e, com o ajuda de seu amigo, não parar de esconder ele de seu pai.
O Grande Herói;Marcus Luttrell e sua equipe assumiram a missão de capturar ou matar o famoso líder talibã Ahmad Shah no final de junho de 2005. Marcus e sua equipe são forçados a lutar por suas vidas em um dos mais bravos esforços da guerra moderna.;Ação,Biografia,Drama;7.5;Marcus Luttrell e seu equipe assumir o missão de capturar ou matar o famoso líder talibo Ahmad Shah em o final de junho de 2005. marcu e seu equipe ser forçar a lutar por seu vida em um de o mais bravo esforço de o guerra moderno.
Pusher;Um traficante de drogas fica cada vez mais desesperado quando um negócio fracassado o deixa em profunda dívida com um barão da droga impiedoso.;Policial,Suspense;7.3;um traficante de droga ficar cada vez mais desesperado quando um negócio fracassar o deixar em profundo dívida com um barão de o droga impiedor.
Miss Simpatia;Um agente do FBI deve ficar encoberto no concurso de beleza Miss Estados Unidos para evitar que um grupo bombardeie o evento.;Ação,Comédia,Policial;6.3;um agente de o FBI dever ficar encoberto em o concurso de beleza Miss Estados Unidos para evitar que um grupo bombardeiar o evento.
Carter, o Vingador;Quando seu irmão morre em circunstâncias misteriosas em um acidente de carro, o gangster londrino Jack Carter viaja para Newcastle para investigar.;Ação,Policial,Suspense;7.4;quando seu irmão morrer em circunstância misterioso em um acidente de carro, o gangster londrino Jack Carter viajar para Newcastle para investigar.
A Criança;Bruno e Sonia, um jovem casal que vive de seus lucros e dos roubos cometidos por sua quadrilha, têm uma nova fonte de dinheiro: seu filho recém-nascido.;Policial,Drama,Romance;7.4;Bruno e Sonia, um jovem casal que viver de seu lucro e de o roubo cometer por seu quadrilha, ter um novo fonte de dinheiro : seu filho recém-nascer.
Zappa;Um olhar profundo sobre a vida e o trabalho do músico Frank Zappa.;Documentário,Biografia,História;7.5;um olhar profundo sobre o vida e o trabalho de o músico Frank Zappa.
Bem-Vindo ao Jogo;Um famoso jogador de pôquer tenta ganhar um torneio em Las Vegas, mas está travando uma batalha perdida com seus problemas pessoais.;Drama,Romance,Esportes;5.9;um famoso jogador de pôquer tentar ganhar um torneio em Las Vegas, mas estar travar um batalha perder com seu problema pessoal.
Marido e esposa;"Um ""drama da realidade"" sobre um casamento na vida real em crise, na qual o casal tenta identificar e resolver os conflitos e ressentimentos que os levaram à beira da separação.";Documentário;7.5;um « drama de o realidade « sobre um casamento em o vida real em crise, em o qual o casal tentar identificar e resolver o conflito e ressentimento que o levar a o beira de o separação.
Freiras em Fuga;2 criminosos querem sair, mas seu chefe mata aqueles que estão saindo.Quando os homens são ordenados a roubar a tríade, eles mantêm o dinheiro e se escondem do chefe, da tríade e da polícia de um convento, vestidos como freiras.;Comédia,Policial;5.9;2 criminoso querer sair, mas seu chefe matar aquele que estar sair. quando o homem ser ordenar a roubar o tríade, eles manter o dinheiro e se esconder de o chefe, de o tríade e de o polícia de um convento, vestir como freira.
No Calor da Noite;Um detetive da polícia negro é convidado a investigar um assassinato em uma cidade do sul racialmente hostil.;Drama,Mistério,Suspense;7.9;um detetive de o polícia negro ser convidar a investigar um assassinato em um cidade de o sul racialmente hostil.
A Marca da Maldade;Uma história crua e perversa de assassinato, sequestro e corrupção policial em uma cidade fronteiriça mexicana.;Policial,Drama,Filme noir;8.0;um história cruo e perverso de assassinato, sequestro e corrupção policial em um cidade fronteiriço mexicano.
Surpresa em Dobro;Dois amigos e parceiros de negócios viram suas vidas de cabeça para baixo quando circunstâncias estranhas os levam a ser os guardiões temporários de gêmeos de sete anos.;Comédia,Família;5.3;dois amigo e parceiro de negócio ver seu vida de cabeça para baixo quando circunstância estranho o levar a ser o guardião temporário de gêmeos de sete ano.
Visionários;Quando as pessoas começam a explodir do estresse, George Washington Winsterhammerman tenta ignorar a epidemia e viver sua vida habitual, mas depois sofre seu primeiro sintoma.;Comédia,Drama,Ficção científica;5.9;quando o pessoa começar a explodir de o estresse, George Washington Winsterhammerman tentar ignorar o epidemia e viver seu vida habitual, mas depois sofrer seu primeiro sintoma.
The Clock;Cenas de vários filmes e programas de TV que apresentam relógios, ou alguma menção verbal do tempo, combine-se para fazer um filme de relógio de 24 horas.;Drama;9.0;cena de vários filme e programa de tv que apresentar relógio, ou algum menção verbal de o tempo, combinar se para fazer um filme de relógio de 24 hora.
David Copperfield;Um órfão gentil descobre vida e amor em um mundo adulto indiferente.;Aventura,Drama,Família;7.4;um órfão gentil descobrir vida e amor em um mundo adulto indiferente.
Um Rally Muito Louco;Os personagens originais da corrida de Cannonball Run (1981) em todo o país mais uma vez em vários carros e caminhões.;Ação,Comédia;5.0;o personagem original de o corrida de Cannonball Run ( 1981 ) em todo o país mais uma vez em vários carro e caminhão.
Munique;Baseado na história real das consequências do Setembro Negro, sobre os cinco homens escolhidos para eliminar os responsáveis por aquele dia fatídico.;Ação,Drama,História;7.5;basear em o história real de o consequência de o Setembro negro, sobre o cinco homem escolher para eliminar o responsável por aquele dia fatídico.
Fotográfia;Um fotógrafo e um retoques estão vagando em pequenas aldeias.Eles vão de casa em casa, oferecendo seus serviços.Eles tentam registrar a verdade, os verdadeiros rostos dessas pessoas.;Drama;7.6;um fotógrafo e um retoque estar vagar em pequeno aldeia. eles ir de casa em casa, oferecer seu serviço. eles tentar registrar o verdade, o verdadeiro rosto de esse pessoa.
Asas do Desejo;Um anjo se cansa de supervisionar a atividade humana e deseja se tornar humano quando se apaixona por um mortal.;Drama,Fantasia,Romance;8.0;um anjo se cansar de supervisionar o atividade humano e desejar se tornar humano quando se apaixonar por um mortal.
Viajar é Preciso;Abalados pelo desemprego repentino, um casal de Manhattan pesquisa modos alternativos de vida e acabam decidindo experimentar viver em uma comunidade rural, onde reina o amor livre.;Comédia,Romance;5.6;abalar por o desemprego repentino, um casal de Manhattan pesquisa modo alternativo de vida e acabar decidir experimentar viver em um comunidade rural, onde reinar o amor livre.
Morto ao Chegar;Dia do professor da faculdade: seu principal aluno supostamente comete suicídio, sua esposa o apresenta com documentos de divórcio e ele durante a noite no dormitório de uma garota de calouro.No dia seguinte: mais assassinatos ao seu redor.Ele encontrará o assassino a tempo?;Mistério,Suspense;6.1;dia de o professor de o faculdade : seu principal aluno supostamente cometer suicídio, seu esposo o apresentar com documento de divórcio e ele durante o noite em o dormitório de um garota de calouro. em o dia seguinte : mais assassinato a o seu redor. ele encontrar o assassino a tempo ?
Madea Goes to Jail;A avó maliciosa Madea pousa na prisão, onde conhece uma variedade de personagens confusos.;Comédia,Policial,Drama;4.4;o avó malicioso Madea pousar em o prisão, onde conhecer um variedade de personagem confuso.
Titicut Follies;O documentarista Frederick Wiseman nos leva para dentro da Instituição Correcional de Bridgewater de Massachusetts, onde as pessoas ficam presas em suas loucuras.;Documentário;7.7;o documentarista Frederick Wiseman em o levar para dentro de o Instituição Correcional de Bridgewater de Massachusetts, onde o pessoa ficar preso em seu loucura.
O Jogo da Morte;Em Marrocos para ajudar na criação de uma instituição de caridade alimentar, um holandês é seqüestrado por um terrorista.;Drama,Suspense;6.3;em Marrocos para ajudar em o criação de um instituição de caridade alimentar, um holandês ser seqüestrar por um terrorista.
Stevie;"Em 1995, o diretor Steve James (de 'Hoop Dreams') voltou ao sul da Illinois do sul para se reconectar com Stevie Fielding, um garoto problemático a quem ele era um ""Big Big Brother"" dez anos antes.";Documentário;7.8;em 1995, o diretor Steve James ( de ' Hoop Dreams ' ) voltar a o sul de o Illinois de o sul para se reconectar com Stevie Fielding, um garoto problemático a quem ele ser um « Big Big Brother « dez ano antes.
Ladrão de Sonhos;Um cientista de uma sociedade surrealista rapta crianças para roubar seus sonhos, na esperança de que eles desacelerem seu processo de envelhecimento.;Drama,Fantasia,Ficção científica;7.5;um cientista de um sociedade surrealista raptar criança para roubar seu sonho, em o esperança de que eles desaceler seu processo de envelhecimento.
Sem Medo no Coração;Neste filme, vemos o mundo pelos olhos da personagem principal, Justice, uma jovem poeta afro-americana. Um carteiro convida alguns amigos para uma longa entrega noturna.;Drama,Romance;6.0;em este filme, ver o mundo por o olho de o personagem principal, Justice, um jovem poeta afro-americana. um carteiro conver algum amigo para um longo entrega noturno.
Fatal;O crítico cultural David Kepesh encontra sua vida jogada em trágico desordem por Consuela Castillo, uma estudante educada que desperta um senso de possessividade sexual em seu professor.;Drama,Romance;6.7;o crítico cultural David Kepesh encontrar seu vida jogada em trágico desordem por Consuela Castillo, um estudante educar que despertar um senso de possessividade sexual em seu professor.
