Título;Descrição;Gênero;Nota
O Ouro de Ullises;Um apicultor recluso lentamente reúne sua família disfuncional, mas não sem ter que lutar contra as coortes covardes anteriores de seu filho.;Drama;7.0
A Guerra dos Mundos;Uma pequena cidade na Califórnia é atacada por extraterrestres, iniciando uma invasão mundial.;Ação,Ficção científica,Suspense;7.0
O Grande Prêmio;Reodor Felgen decide que ele entrará em uma corrida de carros para derrotar seu ex -amigo que roubou seus planos para um carro.;Animação,Comédia,Família;8.4
Vestida para Matar;Uma misteriosa mulher loira mata uma das pacientes de um psiquiatra e depois persegue a uma prostituta que testemunhou o assassinato.;Policial,Drama,Mistério;7.1
E sua Mãe Também;No México, dois adolescentes e uma mulher mais velha, se embarcam numa viagem e aprendem sobre a vida, a amizade, o sexo e o outras coisas.;Drama;7.7
Hurricane, o Furacão;"A história de Rubin ""Furacão"" Carter, um boxeador injustamente preso por assassinato, e das pessoas que ajudaram em sua luta a provar sua inocência.";Biografia,Drama,Esportes;7.6
Um Golpe Perfeito;Harry Deane, curador de uma galeria de arte, quer convencer o homem mais rico da Inglaterra a comprar um falso Monet. Infelizmente, para que o plano resulte, precisa da ajuda de uma excêntrica e imprevisível rainha do rodeo texano.;Comédia,Policial;5.7
Polyester;O mundo de uma dona de casa suburbana se desfaz quando ela descobre que seu marido pornógrafo é em série, sua filha está grávida e seu filho é suspeito de ser o fetishista do pé que está quebrando os pés femininos locais.;Comédia;7.0
Grande Hotel;Um grupo de indivíduos muito diferentes hospedados em um hotel de luxo em Berlim lida com cada um de seus respectivos dramas.;Drama,Romance;7.3
Prontos Para Detonar;Dois fãs de luta livre do Slacker estão devastados com a derrubada de seu personagem favorito por um promotor sem escrúpulos.;Comédia,Esportes;5.3
Mamãe é de Morte;Ela é a mãe americana perfeita: uma grande cozinheira e dona de casa, uma recicladora dedicada e uma mulher que literalmente matará para manter seus filhos felizes.;Comédia,Policial,Suspense;6.8
Encontro Explosivo;Uma jovem se envolve com um espião em desgraça que está tentando limpar seu nome.;Ação,Aventura,Comédia;6.3
Mambo Italiano;O filho de imigrantes italianos para o Canadá luta para encontrar a melhor maneira de revelar aos pais que ele é gay.;Comédia,Drama,Romance;6.7
Prova Final;Os alunos suspeitam que seus professores são extraterrestres após ocorrências bizarras.;Terror,Mistério,Ficção científica;6.5
As Múmias do Faraó;Uma aventura ambientada na primeira parte do século XX e baseada em um romancista popular e suas relações com potenciais pretendentes, a polícia, monstros e outras distrações.;Ação,Aventura,Comédia;6.2
Duas Gerações;Soap-opera sobre um judeu de escalada social e seus pais do velho mundo que estão com o coração partido por sua rejeição a eles.;Drama,Romance;6.4
Temos Vagas;Um casal está confinado em um motel isolado onde encontram câmeras de vídeo escondidas em seu quarto. Eles logo percebem que, a menos que escapem, eles serão as próximas vítimas de um filme.;Terror,Suspense;6.2
O Eclipse;Uma jovem mulher conhece um jovem vital, mas sua relação amorosa está condenada ao fracasso por causa da natureza materialista do homem.;Drama,Romance;7.8
Onde Mora o Coração;Uma grávida de dezessete anos reconstrói sua vida depois de ser abandonada pelo namorado em um Walmart em Sequoyah, Oklahoma.;Comédia,Drama,Romance;6.7
Chamada de Emergência;Quando uma operadora veterana do 911 recebe uma ligação que mudará sua vida de uma adolescente que acaba de ser sequestrada, ela percebe que deve enfrentar um assassino de seu passado para salvar a vida da garota.;Ação,Aventura,Policial;6.7
Revelações;Quando um ex-reitor universitário tem um caso com uma jovem misteriosa, assombrado por seu passado sombrio e retorcido, ele é forçado a confrontar um fato chocante sobre sua própria vida, que ele manteve em segredo por cinquenta anos.;Drama,Romance,Suspense;6.2
L'ange;Uma coleção surreal e pesadelada de imagens.;Animação,Fantasia;7.3
O Cavaleiro Solitário;Tonto, um guerreiro indígena norte-americano, relata os incontáveis contos que fizeram de John Reid, um homem da lei, uma lenda da justiça.;Ação,Aventura,Faroeste;6.4
Extra! Extra!;Um musical baseado na greve dos jornaleiros de 1899 na cidade de Nova York. Quando jovens vendedores de jornais sào explorados por seus chefes, eles se propàµem a promover mudanças e sào confrontados com a crueldade das grandes empresas.;Drama,Família,História;6.9
Sob a Sombra do Mal;Um jovem delicado e hesitante está em perigo quando tenta romper relações tóxicas com um estranho misterioso que afirma ser seu amigo.;Drama,Suspense;6.2
Em Transe;Um leiloeiro de arte se envolve com um grupo de criminosos parceiros de um hipnoterapeuta para recuperar uma pintura perdida.;Policial,Drama,Mistério;6.9
Catch .44;Três mulheres são enviadas para interceptar um grande negócio de drogas em um restaurante às 3 da manhã e receber o dinheiro. Simples, exceto pela lei de Murphy: qualquer coisa que possa dar errado, vai dar errado.;Ação,Suspense;4.6
Demônio de Neon;Jessie nova em Los Angeles e aspirante a modelo deberá probar de que está feita para lograr seu desejo.;Terror,Suspense;6.1
Efeito Borboleta 2;Nick Larson descobre uma maneira sobrenatural de mudar sua vida e voltar no tempo, para momentos importantes da vida, ao ver fotografias.;Drama,Ficção científica,Suspense;4.5
Jornada pela Liberdade;O idealista William Wilberforce, manobra seu caminho pelo Parlamento, e se esforça para acabar com o comércio de escravos transatlântico britânico.;Biografia,Drama,História;7.4
Michiel de Ruyter;Quando a jovem república dos Países Baixos é atacada pela Inglaterra, França e Alemanha, e o país está à beira da guerra civil, apenas um homem pode liderar a arma mais forte do país, a frota holandesa: Michiel de Ruyter (Frank Lammers).;Ação,Biografia,Drama;7.0
Casanova de Fellini;Casanova, um dos maiores amantes do século 18 e quem gostava de demonstrar suas façanhas na arte de seduzir as mulheres, fica finalmente interessado em alguém.;Biografia,Drama,História;7.0
Henrique 5º;No meio da guerra dos cem anos, o jovem rei Henrique v da Inglaterra embarca na conquista da França em 1415.;Biografia,Drama,História;7.0
Zona de Risco;Na fronteira que separa a Coréia do Norte da do Sul, dois soldados da Coréia do Norte foram mortos, supostamente por um do Sul. A investigação da equipe sueca da fronteira suspeita que outra parte desconhecida possa estar envolvida.;Ação,Drama,Suspense;7.8
Kyônetsu no kisetsu;Um delinqüente juvenil sai da caneta e causa o caos imprudente, principalmente direcionado à namorada do jornalista que o ajudou a enviá -lo.;Policial,Drama;6.9
Paixão Obsessiva;Uma mulher se propõe a tornar um inferno a vida da nova noiva do seu ex-marido.;Drama,Suspense;5.1
WALL·E;Num futuro distante, um pequeno robô faz uma viagem que decidirá o destino da humanidade.;Animação,Aventura,Família;8.4
Çöpçüler Krali;Passando por sua rotina diária em um bairro estereotipado, um limpador de rua se apaixona por uma carraça.Infelizmente para ele, o mesmo acontece com seu chefe.;Comédia,Romance;8.6
Doutor Jivago;A vida do poeta e físico russo que, apesar de casado, se apaixonou pela esposa de um ativista e viveu a Primeira Guerra Mundial e a Revolução de Outubro.;Drama,Romance,Guerra;7.9
Legado Explosivo;Querendo levar uma vida honesta, um notório ladrão de bancos entrega-se, apenas para ser traído por dois agentes impiedosos do FBI.;Ação,Suspense;6.0
Uma Aventura Lego;"Um trabalhador comum da construção LEGO, profetizado como ""especial"", é recrutado para se juntar a uma missão para impedir que um tirano maligno cole o universo LEGO em uma estase eterna.";Animação,Ação,Aventura;7.7
O Solteirão;Um magnata da indústria automobilística vê sua vida pessoal e profissional desmoronar devido a suas indiscrições comerciais e românticas.;Comédia,Drama,Romance;6.3
Assa;Assa se passa na Crimeia durante o inverno em meados dos anos 80.Um jovem músico (Bananan) se apaixona pela jovem amante de Mobster (Krymov) (Alika).A história paralela envolve uma trama de assassinato do século XVIII.;Policial,Drama,História;7.7
Cabana do Inferno 2;Após sobreviver à morte dos amigos Paul tenta avisar outras pessoas do vírus mortal, mas uma fábrica de água mineral já está a distribuir a água contaminada na escola local, onde os alunos estão a preparar o baile de finalistas anual.;Terror;4.2
A Lenda de Tarzan;Tarzan, tendo se acostumado à vida em Londres, é chamado de volta à sua antiga casa na selva para investigar as atividades em um acampamento de mineração.;Ação,Aventura,Drama;6.2
Papai é do Contra;O viúvo Henry Hobson (Charles Laughton) é um fabricante de inicialização de sucesso e um pai tirânico de três filhas que querem deixá -lo se casando, mas ele se recusa porque as tradições do casamento exigem que ele pague assentamentos.;Comédia,Drama,Romance;7.8
Mortalmente Perigosa;Dois jovens perturbados liberam seu fascínio por armas através de uma onda de crimes.;Policial,Drama,Filme noir;7.6
Quarentena;Em uma fazenda irlandesa remota, cinco pessoas se tornam participantes relutantes de um experimento que dá um pesadelo mal errado.;Terror,Ficção científica,Suspense;5.6
Sr. Turner;Uma exploração da vida no último quarto de século do grande, mas excêntrico, pintor britânico JMW Turner.;Biografia,Drama,História;6.8
Zona Verde;A descoberta da inteligência encoberta faz um oficial do exército dos Estados Unidos se tornar um vilão enquanto procura por armas de destruição em massa em uma região instável.;Ação,Drama,Suspense;6.8
Fatale;Um homem casado é enganado num esquema de homicídio por uma detective policial feminina.;Suspense;5.4
O Enforcamento;Um coreano é condenado à morte por enforcamento, mas sobrevive à execução.Nas duas horas seguintes, seus executores tentam descobrir como lidar com a situação nesta farsa negra.;Comédia,Policial,Drama;7.5
O Sol de Marmelo;O artista Antonio López tenta capturar a luz do sol atingindo sua árvore de marmelo durante todo o outono, mas a luta parece inútil.;Documentário,Biografia;7.7
A Era do Gelo 3;Quando a tentativa de Sid de adotar três ovos de dinossauro o leva a enfrentar sua mãe real, seus amigos tentam resgatá-lo.;Animação,Aventura,Comédia;6.9
Clown;Um pai amoroso encontra uma fantasia de palhaço para a festa de aniversário de seu filho, apenas para perceber que está amaldiçoado.;Terror,Suspense;5.7
Velozes & Furiosos 7;O Deckard Shaw procura vingar-se do Dominic Toretto e sua familia.;Ação,Policial,Suspense;7.1
Farinelli;A história do cantor de ópera Carlo Broschi, que cativou o público europeu do século XVIII com seu nome artístico Farinelli.;Biografia,Drama,Musical;6.8
Tudo por um Bebê;Não tendo conseguido engravidar sua esposa, um homem recruta seus amigos para roubar a doação que ele fez a um banco de esperma anos antes.;Comédia;4.9
La Telenovela Errante;O filme gira em torno do conceito de novela.Sua estrutura se baseia no pressuposto de que a realidade chilena não existe, mas é um conjunto de novelas.;Comédia,Drama,Fantasia;6.4
Kagerô-za;Um dramaturgo da década de 1920 conhece uma mulher bonita que pode ser o fantasma da esposa falecida de seu patrono.;Fantasia,Romance,Suspense;6.9
Fogo Contra Fogo;Um grupo de profissionais roubando bancos sospeitam que a polícia está tráis deles quando deixam uma pista no seu último roubo.;Ação,Policial,Drama;8.3
Feliz Ano Novo;Aparentemente, libertado da prisão sob uma anistia de ano novo, um criminoso tenta pegar os fios de uma vida mudou não apenas por seu plano ousado para roubar uma joalheria em Cannes fora da temporada, mas também por alguém muito especial que ele conheceulá.;Comédia,Policial,Drama;7.3
Hóspede Indesejado;Thriller psicológico sobre um casal que compra uma bela casa no vale de Napa, com vários hectares em torno deles, e descobre que o homem a quem comprou se recusa a deixar a propriedade.;Suspense;5.6
Corrente do Mal;Uma jovem é perseguida por uma força sobrenatural depois de um encontro sexual.;Terror,Mistério,Suspense;6.8
A Possessão do Mal;Depois que o mau conselho de um vidente leva à morte de sua esposa, um homem jura refutar a existência do paranormal, permitindo-se ser possuído por demônios.;Terror;5.6
Rapidinho no Gatilho;Lightning Jack Kane é um fora da lei australiano no oeste selvagem.Durante um assalto a bancos estranhos, ele pega mudo Ben Doyle como refém.Os dois se tornam bons amigos, com Jack ensinando Ben a roubar bancos, enquanto planejam o último assalto de Jack.;Comédia,Faroeste;5.5
A Dama de Ferro;"Margaret Thatcher foi, por mais de dez anos, Primeira-Ministra do Reino Unido. Teve uma série de importantes decisões nas mãos, como a Guerra das Malvinas. O filme mostra, por meio de flashbacks, as acções e vida da ""Dama de Ferro"".";Biografia,Drama;6.4
3 Idiotas;Dois amigos procuram seu companheiro perdido. Eles se lembram de seus dias de faculdade e como seu amigo os inspirou a pensar de maneira diferente, mesmo quando o resto do mundo os chamava idiotas.;Comédia,Drama;8.4
