Título;Descrição;Gênero;Nota
O Professor Aloprado;Jerry Lewis é um tímido professor de química que descobre uma poção mágica capaz de transformá-lo em uma Romeu conquistador.;Comédia,Romance,Ficção científica;6.6
A Garota Sobre a Ponte;Uma noite, um artista em decadência intervém quando uma mulher pensa em suicídio, iniciando uma relação estranha e imprevisível.;Comédia,Drama,Romance;7.5
Iko shashvi mgalobeli;A carefree young percussionist roams the streets of Tbilisi, interacting with friends and strangers alike, and tries to avoid responsibilities.;Comédia,Drama,Musical;7.6
Meu Melhor Inimigo;Os tempos podem ser outros, mas felizmente não as características que tornam os antigos colegas de quarto Felix Ungar (Lemmon) e Oscar Madison (Matthau) uma combinação nada perfeita.;Aventura,Comédia;6.4
O Pacto;Quatro jovens que pertencem a um legado sobrenatural da Nova Inglaterra são forçados a combater um quinto poder que se acredita ter desaparecido. Enquanto isso, ciúmes e suspeitas ameaçam separá-los.;Ação,Aventura,Fantasia;5.1
Missão: Impossível 2;"O agente do FMI, Ethan Hunt, é enviado a Sydney para encontrar e destruir uma doença geneticamente modificada chamada ""Quimera"".";Ação,Aventura,Suspense;6.1
El lugar sin límites;Family honor, greed, machismo, homophobia, and the dreams of whores collide in a Mexican town. Rich, elderly Don Alejo is poised to sell the town for a profit, needing only to buy a whorehouse to own all the buildings and close the deal. It's owned by a man and his daughter: Manuelita is gay, aging, afraid, he cross-dresses and entertains as a flamenco dancer, he want...;Drama;7.6
A Conquista do Oeste;Uma dinastia familiar que abrange várias décadas de expansão para o oeste no século XIX, incluindo a Corrida do Ouro, a Guerra Civil e a construção de ferrovias.;Faroeste;7.0
Adeus, Dragon Inn;"On a dark, wet night a historic and regal Chinese cinema sees its final film. Together with a small handful of souls they bid ""Goodbye, Dragon Inn.""";Drama,Comédia;7.1
Queime Depois de Ler;Um disco contendo informações misteriosas de um agente da CIA acaba nas mãos de dois homens inescrupulosos de uma academia que tentarão vendê-lo.;Comédia,Policial,Drama;7.0
Pluto Nash;No futuro, um homem lutará para manter sua boate lunar longe das mãos da Máfia.;Ação,Comédia,Ficção científica;3.8
O Juiz;O advogado Hank Palmer, retorna à casa da sua infância, onde seu pai, o juiz da cidade, é suspeito de assassinato. Hank parte para descobrir a verdade e, ao longo do caminho, se reconecta com sua família distante.;Policial,Drama;7.4
Spider Baby;A caretaker devotes himself to three demented siblings after their father's death.;Comédia,Terror;6.8
Donzoko: Ralé;In a Japanese slum, various residents play out their lives, dreaming of better things or settling for their lot. Among them is a man who pines for a young woman but is stymied by her deceptive family.;Drama;7.3
Trauma;A young man tries to help a teenage girl find the serial killer who murdered her parents before the killer comes after them.;Terror,Mistério,Suspense;5.8
Desaparecidas;Em 1885, no Novo México, uma curandeira da fronteira forma uma aliança problemática com seu alienado pai, quando sua filha é sequestrada por um bruxo Apache.;Aventura,Suspense,Faroeste;6.5
Má Educação;Uma olhada aos efeitos das escolas religiosas franquistas e seus abusos sexuais a través dos olhos de dois amigos de infança.;Policial,Drama;7.4
Entrevista;After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.;Drama;6.8
Rindo à Toa;When Lola's boyfriend is unfaithful to her on his summer holiday, she dumps him and flirts with his best friend as punishment. But as their class prepares to leave on an excursion to London, the relationship heats up.;Comédia,Romance;6.2
A Comédia de Deus;João de Deus is the manager of an ice-cream shop owned by an ex-prostitute, Paraíso dos Gelados (Ice-Cream Paradise). Through a unmoved desire of perfection, he seeks, through cleansing and purity to attain heaven. The surrounding world, however, does not comply with his decaying vision of lust and decay as a way of achieving his purpose.;Comédia,Drama;7.3
Na Mira do Perigo;Um fazendeiro na fronteira do Arizona torna-se o improvável defensor de um jovem mexicano que foge desesperadamente dos assassinos do cartel que o perseguiram até os Estados Unidos.;Aventura,Drama,Suspense;5.6
Duas Vidas;Um consultor de imagem infeliz e desagradável tem uma segunda chance na vida quando é misteriosamente confrontado com uma versão de si mesmo.;Comédia,Família,Fantasia;6.1
That's What I Am;In 1965, 13 y.o. paperboy Andy is paired up with a geek on a project in the popular junior high teacher's class. Andy learns and grows from it.;Comédia,Drama,Romance;7.0
Um Jantar para Idiotas;Apenas uma coisa separa o executivo Tim do sucesso corporativo. Ele precisa trazer o convidado perfeito ao jantar mensal de seu chefe, onde o vencedor da noite é quem trouxer o maior idiota.;Comédia;5.9
Inimigos Públicos;Os federais tentam derrubar os notórios gangsters americanos John Dillinger, Baby Face Nelson e Pretty Boy Floyd durante uma onda de crimes nos anos 1930.;Ação,Biografia,Policial;7.0
Uma Viagem Excêntrica;Steve Coogan has been asked by The Observer to tour the country's finest restaurants, but after his girlfriend backs out on him he must take his best friend and source of eternal aggravation, Rob Brydon.;Comédia,Drama;7.0
A Mulher de Todos;Ângela Carne e Osso (Angela Meat and Bone), a young nymphomaniac, lives surrounded by delinquents, and exerts intense allure on them, dominating them all with her erotic power.;Comédia,Drama,Fantasia;6.8
L'immortelle;A sad man meets a beautiful, secretive woman who may or may not be involved in some conspiracy ring dealing in kidnapped women used as prostitutes. After several days of their sadly passionate relationship she disappears. The sad man is unable to locate her as all the local Turkish people pretend not to remember any such woman. He suddenly finds her again (she finds h...;Drama,Mistério;7.2
À Espera de um Milagre;As vidas dos guardas de corredor da morte são afetadas por um dos detidos: um homem afro-americano acusado pelo assassinato e estupro de uma criança, mas com um presente misterioso.;Policial,Drama,Fantasia;8.6
A Ressaca 2;Quando Lou toma um tiro na virilha, Nick e Jacob o arrastam para a banheira-máquina do tempo, para voltarem no tempo e salvar Lou. Os três avançam 10 anos no futuro, onde precisam ir para encontrar o atirador.;Comédia,Mistério,Ficção científica;5.0
Batalha por T.E.R.A.;A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it.;Animação,Ação,Aventura;6.5
Quando Tudo Começa;A teacher from a small, depressed town is trying to do something useful.;Drama;7.4
A Hora Mais Escura;"Uma crônica da ""década da caça"" do líder terrorista da Al Qaeda, Osama Bin Laden, após os ataques de setembro de 2001, e sua morte nas mãos do Time 6 da Marinha dos Estados Unidos em maio de 2011.";Drama,História,Suspense;7.4
Ana;It is a sincere and naive film that combines the themes of nature-man, modernism-man in Rilke's poets with a local narrative.;Drama;7.1
Adeus, Lenin!;Em 1990, para proteger sua mãe frágil do choque após um longo coma, um jovem deve evitar que ela saiba que sua amada nação na Alemanha Oriental, havia desaparecido.;Comédia,Drama,Romance;7.7
Sem Perdão;Em Nova York, o braço direito de um senhor do crime é ajudado por uma mulher em busca de vingança.;Ação,Policial,Drama;6.4
A Grande Barbada;A nosy cab driver gets a hot tip on a race horse and wins big, but he can't seem to stop gambling. Will he go broke or walk home with a pretty penny?;Comédia,Ação;6.7
Até os Deuses Erram;Um esgotado detetive da polícia britânica finalmente surta enquanto interrogava um suspeito de molestar crianças.;Policial,Drama,Suspense;6.9
Jogo do Dinheiro;O apresentador de televisão financeira Lee Gates e seu produtor Patty estão em uma situação extrema, quando um investidor furioso os toma e sua equipe como reféns.;Policial,Drama,Mistério;6.5
Acampamento do Papai;Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood day care center opens his own camp, only to face financial hardship and stiff competition from a rival camp.;Comédia,Família;3.1
Palombella rossa;Because of an accident, Michele (a leader of P.C.I. and a water-polo player) loses his memory. During one water-polo match, strange guys torment him, they want him to remember his past. As the match is about to finish, he misses the penalty which would have let his team draw the match and keep the leadership.;Comédia,Esportes;7.1
Maria Antonieta;Uma nova versão da vida da emblemática rainha Maria Antonieta, de sua promessa a Luís XVI aos 15 anos até a queda de Versalhes.;Biografia,Drama,História;6.5
Crepúsculo do Caos;The artist's personal commentary on the decline of his country in a language closer to poetry than prose. A dark meditation on London under Thatcher.;Drama,Fantasia;6.5
Rajada de Fogo;When student Jake Lo witnesses a killing, he finds himself caught between two feuding drug lords. Betrayed and set up by the federal agents, the only person he can trust is Ryan, a Chicago cop who reminds Jake of his deceased father.;Ação,Policial,Drama;6.2
A Última Luta;This Hong Kong martial-arts extravaganza tells of evil emperors and true love. The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. One of his Governors is sent on a mission to retrieve a list of members of that secret society. Meanwhile, Canton kung fu practitioner Fong Sai-Yuk falls in love with the beautiful ...;Ação,Comédia,História;7.1
Crime Desorganizado;Jon Favreau e Vince Vaughn se juntam ao superastro do rap Sean Combs e ao lendário Peter Falk neste conto hilário de dois caras desafortunados tentando fazer o melhor e se dando mal.;Comédia,Policial,Drama;6.3
Ostrov;Em algum lugar no norte da Rússia, em um pequeno mosteiro ortodoxo russo, vive um homem incomum cuja conduta bizarra confunde seus companheiros monges, enquanto outros que visitam a ilha acreditam que o homem tem o poder de curar, exorcizar demônios e prever o futuro.;Drama;7.8
Sr. Obrigado;A friendly bus driver and his passengers over the duration of one journey through the mountains to the nearest train station.;Comédia,Drama;7.4
Tom e Jerry: O Filme;A dupla de gatos e ratos Tom e Jerry relutantemente trabalham juntos para salvar uma jovem garota de sua tia malvada.;Animação,Aventura,Comédia;5.3
O Bicho Vai Pegar;Boog, um urso pardo, encontra-se preso na floresta três dias antes da temporada de caça.;Animação,Aventura,Comédia;6.1
Onde Começa o Inferno;Um xerife de uma pequena cidade no oeste dos Estados Unidos pede a ajuda de um bêbado e um jovem em seu esforço para reter o irmão do vilão local na cadeia.;Faroeste;8.0
Mais que o Acaso;Um homem troca passagens de avião com outro homem que morre naquele avião em um acidente. Ele se apaixona pela esposa do falecido.;Drama,Romance;5.8
Os Infratores;Situado na Virgínia, na era da depressão, um trio de irmãos contrabandistas é ameaçado por uma autoridade que busca uma redução em seus lucros.;Biografia,Policial,Drama;7.2
Tempestade de Verão;A amizade íntima entre dois colegas de equipe é posta à prova quando um descobre lentamente que é gay e se sente atraído pelo outro.;Comédia,Drama,Romance;7.3
Fuga Alucinada;A gang of extreme sportsmen raises the stakes in their criminal activities.;Ação,Policial,Suspense;5.4
Aprendendo Com a Vovó;A teenager facing an unplanned pregnancy seeks help from her acerbic grandmother, a woman who is long estranged from her daughter.;Comédia,Drama;6.7
